NODE_1_length_174676_cov_75.610868_92 COG0072 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_62 COG0052 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_66 COG0103 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_67 COG0102 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_70 COG0100 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_73 COG0130 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_79 COG0201 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_80 COG0200 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_83 COG0256 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_86 COG0097 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_87 COG0096 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_88 COG0094 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_90 COG0198 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_91 COG0093 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_92 COG0186 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_96 COG0092 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_97 COG0091 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_98 COG0185 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_99 COG0090 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_100 COG0089 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_101 COG0088 strand=-	Bin_8
NODE_2_length_162612_cov_78.117187_102 COG0087 strand=-	Bin_8
NODE_6_length_125980_cov_87.281550_48 COG0197 strand=+	Bin_8
NODE_10_length_107865_cov_90.702212_23 COG0541 strand=+	Bin_8
NODE_10_length_107865_cov_90.702212_62 COG0060 strand=+	Bin_8
NODE_11_length_105680_cov_79.303012_26 COG0552 strand=-	Bin_8
NODE_13_length_68512_cov_85.489369_34 COG0532 strand=-	Bin_8
NODE_15_length_61306_cov_84.763935_26 COG0504 strand=+	Bin_8
NODE_15_length_61306_cov_84.763935_60 COG0016 strand=+	Bin_8
NODE_16_length_61116_cov_84.262029_62 COG0244 strand=-	Bin_8
NODE_16_length_61116_cov_84.262029_63 COG0081 strand=-	Bin_8
NODE_16_length_61116_cov_84.262029_64 COG0080 strand=-	Bin_8
NODE_27_length_41000_cov_82.492266_5 COG0184 strand=-	Bin_8
NODE_74_length_23217_cov_90.457260_14 COG0048 strand=+	Bin_8
NODE_74_length_23217_cov_90.457260_15 COG0049 strand=+	Bin_8
NODE_74_length_23217_cov_90.457260_18 COG0051 strand=+	Bin_8
