COG0016_3,1.17025e-136,1.0,1.0
COG0016_5,1.77119e-205,4.12854e-56,1.0
COG0016_7,3.91284e-144,7.55478e-40,1.0
COG0016_9,1.0,1.0,1.0
COG0016_11,3.91284e-144,7.55478e-40,1.0
COG0016_13,1.0,1.0,1.0
COG0016_15,3.94164e-171,2.49835e-47,1.0
COG0016_17,1.0,1.0,1.0
COG0016_19,1.0,1.0,1.0
COG0016_21,1.10765e-143,8.36227e-43,1.0
COG0016_23,1.0,1.0,1.0
COG0016_25,1.0,1.0,1.0
COG0016_27,8.42392e-144,3.85457e-40,1.0
COG0016_29,1.0,1.0,1.0
COG0016_31,1.0,1.0,1.0
COG0016_33,2.47734e-198,3.88694e-31,1.0
COG0016_35,1.0,1.0,1.0
COG0016_37,1.90836e-139,1.80385e-41,1.0
COG0016_39,1.0,1.0,1.0
COG0016_41,1.0,1.0,1.0
COG0016_43,1.0,2.33449e-09,1.0
COG0016_45,1.17025e-136,1.0,1.0
COG0016_47,1.0,1.0,1.0
COG0016_49,3.16989e-142,4.01695e-41,1.0
COG0016_51,1.0,1.0,1.0
COG0048_3,1.0,1.0,1.0
COG0049_3,1.0,1.0,1.0
COG0052_3,1.0,1.0,1.0
COG0060_3,1.0,4.36476e-38,1.0
COG0060_5,1.0,1.0,1.0
COG0060_7,1.0,1.30558e-42,1.0
COG0060_9,2.01267e-108,1.0,1.0
COG0060_11,1.0,1.0,1.0
COG0060_13,1.0,1.22108e-47,1.0
COG0060_15,1.0,1.22108e-47,1.0
COG0060_17,1.63068e-136,1.0,1.0
COG0060_19,1.0,1.0,1.0
COG0060_21,1.0,1.0,1.0
COG0060_23,9.30945e-148,3.88887e-63,1.0
COG0060_25,1.0,1.0,1.0
COG0060_27,1.0,1.0,1.0
COG0060_29,1.52875e-141,5.16784e-75,1.0
COG0060_31,4.26486e-121,1.0,1.0
COG0060_33,1.0,4.36476e-38,1.0
COG0060_35,1.0,1.0,1.0
COG0060_37,1.0,3.62979e-62,1.0
COG0060_39,4.66279e-168,1.0,1.0
COG0060_41,1.0,1.0,1.0
COG0060_43,5.99074e-97,1.0,1.0
COG0060_45,1.0,3.95307e-46,1.0
COG0072_3,1.0,1.0,1.0
COG0072_5,7.60048e-135,3.79279e-39,1.0
COG0072_7,1.0,1.0,1.0
COG0072_9,1.0,1.0,1.0
COG0072_11,1.57858e-132,5.55741e-38,1.0
COG0072_13,1.0,1.0,1.0
COG0072_15,1.0,1.0,1.0
COG0080_3,1.0,1.0,1.0
COG0080_5,1.0,1.0,1.0
COG0080_7,2.14724e-101,1.0,1.0
COG0080_9,1.0,4.36226e-41,1.0
COG0081_3,1.0,1.0,1.0
COG0081_5,1.0,1.0,1.0
COG0081_7,1.0,1.54661e-35,1.0
COG0081_9,1.50543e-115,1.0,1.0
COG0087_3,1.0,1.0,1.0
COG0087_5,1.0,1.0,1.0
COG0087_7,1.0,1.0,1.0
COG0087_9,1.0,1.0,1.0
COG0087_11,1.45577e-125,5.48852e-35,1.0
COG0087_13,1.0,1.0,1.0
COG0087_15,4.91748e-131,8.32846e-36,1.0
COG0088_3,2.68706e-131,2.85873e-37,1.0
COG0088_5,1.0,1.0,1.0
COG0088_7,1.0,1.0,1.0
COG0088_9,1.0,1.0,1.0
COG0088_11,1.0,1.0,1.0
COG0088_13,5.11237e-136,1.32053e-39,1.0
COG0088_15,1.0,1.0,1.0
COG0089_3,1.00027e-112,3.86616e-27,1.0
COG0089_5,1.0,1.0,1.0
COG0089_7,1.0,1.0,1.0
COG0090_3,1.0,1.0,1.0
COG0090_5,3.86823e-142,2.1446e-42,1.0
COG0090_7,1.0,1.0,1.0
COG0090_9,1.0,1.0,1.0
COG0091_3,1.0,1.0,1.0
COG0092_3,1.0,1.0,1.0
COG0092_5,1.74042e-123,1.52343e-50,1.0
COG0092_7,1.74042e-123,1.0,1.0
COG0092_9,1.0,1.0,1.0
COG0092_11,1.0,4.65124e-72,1.0
COG0092_13,1.23461e-183,1.0,1.0
COG0092_15,1.0,2.0,1.0
COG0092_17,3.26301e-264,1.0,1.0
COG0092_19,3.26508e-312,1.0,1.0
COG0092_21,3.26301e-264,1.52343e-50,1.0
COG0092_23,5.2599e-153,1.0,1.0
COG0092_25,1.74042e-123,1.0,1.0
COG0092_27,5.2599e-153,1.0,1.0
COG0092_29,1.0,1.0,1.0
COG0092_31,1.0,1.0,1.0
COG0092_33,1.0,1.0,1.0
COG0092_35,1.0,2.0,1.0
COG0092_37,1.74042e-123,1.52343e-50,1.0
COG0092_39,0.0,2.54325e-179,1.0
COG0092_41,1.0,1.0,1.0
COG0092_43,3.07889e-80,1.91985e-21,1.0
COG0093_3,1.0,1.0,1.0
COG0093_5,1.0,1.0,1.0
COG0093_7,8.70521e-134,1.76633e-38,1.0
COG0093_9,1.0,1.0,1.0
COG0094_3,1.0,1.0,1.0
COG0094_5,1.0,1.0,1.0
COG0094_7,1.0,1.0,1.0
COG0094_9,6.62853e-142,7.05338e-40,1.0
COG0094_11,1.0,1.0,1.0
COG0094_13,1.44653e-157,3.43151e-42,1.0
COG0094_15,1.0,1.0,1.0
COG0096_3,1.0,1.0,1.0
COG0097_3,1.0,1.0,1.0
COG0097_5,1.0,1.0,1.0
COG0097_7,3.44839e-137,7.1038e-40,1.0
COG0097_9,1.0,1.0,1.0
COG0097_11,1.0,1.0,1.0
COG0097_13,3.73961e-134,2.58133e-37,1.0
COG0097_15,1.0,1.0,1.0
COG0100_3,1.0,1.0,1.0
COG0102_3,1.0,1.0,1.0
COG0103_3,1.0,1.0,1.0
COG0103_5,3.71968e-133,1.36055e-38,1.0
COG0103_7,1.0,1.0,1.0
COG0103_9,1.0,1.0,1.0
COG0130_3,5.31395e-135,7.0952e-38,1.0
COG0130_5,1.0,1.0,1.0
COG0130_7,1.0,1.0,1.0
COG0130_9,5.35246e-129,4.22127e-35,1.0
COG0130_11,1.0,1.0,1.0
COG0130_13,8.10991e-318,4.95613e-87,1.0
COG0130_15,1.0,1.0,1.0
COG0130_17,1.0,1.0,1.0
COG0130_19,1.0,1.0,1.0
COG0184_3,1.0,1.0,1.0
COG0184_5,1.0,1.0,1.0
COG0184_7,3.24952e-121,3.17706e-32,1.0
COG0185_3,1.0,1.0,1.0
COG0185_5,1.0,1.0,1.0
COG0185_7,7.40156e-128,5.20319e-36,1.0
COG0185_9,1.0,1.0,1.0
COG0185_11,1.14528e-134,2.5326e-38,1.0
COG0185_13,1.0,1.0,1.0
COG0186_3,1.0,1.0,1.0
COG0186_5,1.10001e-151,1.08613e-46,1.0
COG0186_7,1.0,1.0,1.0
COG0197_3,1.0,1.0,1.0
COG0197_5,5.39667e-130,1.0,1.0
COG0197_7,1.0,1.01372e-29,1.0
COG0197_9,1.0,1.0,1.0
COG0198_3,3.65644e-133,7.94653e-39,1.0
COG0198_5,1.0,1.0,1.0
COG0198_7,1.0,1.0,1.0
COG0200_3,1.0,1.0,1.0
COG0200_5,1.0,1.0,1.0
COG0200_7,8.17422e-133,9.28548e-38,1.0
COG0200_9,1.0,1.0,1.0
COG0201_3,1.0,1.0,1.0
COG0201_5,1.0,1.0,1.0
COG0201_7,1.0,1.0,1.0
COG0201_9,4.27816e-153,1.21867e-39,1.0
COG0201_11,1.0,1.0,1.0
COG0201_13,1.0,1.0,1.0
COG0201_15,9.02312e-215,3.88461e-60,1.0
COG0201_17,1.89346e-224,7.41292e-62,1.0
COG0201_19,1.0,1.0,1.0
COG0201_21,1.0,1.0,1.0
COG0201_23,7.42914e-133,2.08746e-38,1.0
COG0201_25,1.0,1.0,1.0
COG0244_3,1.0,1.0,1.0
COG0244_5,1.0,1.0,1.0
COG0244_7,1.01411e-157,1.0,1.0
COG0244_9,1.0,6.13335e-45,1.0
COG0256_3,1.0,1.0,1.0
COG0504_3,2.49842e-204,8.18361e-55,1.0
COG0504_5,1.0,1.0,1.0
COG0504_7,2.82593e-131,6.41134e-37,1.0
COG0504_9,1.0,1.0,1.0
COG0504_11,7.14207e-121,3.55872e-31,1.0
COG0504_13,1.39195e-247,4.44252e-70,1.0
COG0504_15,1.0,1.0,1.0
COG0504_17,1.0,1.0,1.0
COG0504_19,1.0,1.0,1.0
COG0504_21,6.45103e-147,3.71367e-42,1.0
COG0504_23,1.0,1.0,1.0
COG0504_25,1.38702e-114,1.44116e-29,1.0
COG0504_27,1.0,1.0,1.0
COG0504_29,1.0,1.0,1.0
COG0504_31,1.0,1.0,1.0
COG0504_33,1.0,1.0,1.0
COG0504_35,6.45103e-147,3.71367e-42,1.0
COG0504_37,1.0,1.0,1.0
COG0532_3,6.4833e-109,1.0,1.0
COG0532_5,1.0,1.34903e-21,1.0
COG0532_7,4.7052e-114,1.0,1.0
COG0532_9,1.0,1.0,1.0
COG0532_11,1.0,1.0,1.0
COG0532_13,1.0,3.66484e-16,1.0
COG0532_15,1.0,1.0,1.0
COG0541_3,1.0,6.72635e-33,1.0
COG0541_5,1.0,1.0,1.0
COG0541_7,1.0,1.0,1.0
COG0541_9,1.54579e-113,1.0,1.0
COG0541_11,3.33159e-110,1.0,1.0
COG0541_13,1.0,1.0,1.0
COG0541_15,1.0,3.06574e-32,1.0
COG0541_17,7.78409e-108,1.0,1.0
COG0541_19,1.0,3.24027e-41,1.0
COG0541_21,1.0,1.0,1.0
COG0541_23,1.21824e-114,1.0,1.0
COG0541_25,1.0,1.17991e-36,1.0
COG0541_27,1.0,1.0,1.0
