NODE_1_length_174676_cov_75.610868_53	gnl|CDD|224687	1.07e-20	64.151	53	55	54
NODE_1_length_174676_cov_75.610868_128	gnl|CDD|224660	1.21e-160	44.828	435	443	461
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|223086	4.02e-113	53.782	238	244	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|225430	1.99e-56	35.391	243	254	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|223942	1.15e-21	27.027	222	249	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|225152	3.48e-19	22.523	222	234	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|225150	8.37e-13	24.783	230	210	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|224711	9.75e-13	22.222	243	260	235
NODE_3_length_156794_cov_85.676493_108	gnl|CDD|223390	2.32e-06	21.705	258	275	235
NODE_3_length_156794_cov_85.676493_110	gnl|CDD|224741	1.88e-24	42.683	82	83	84
NODE_3_length_156794_cov_85.676493_136	gnl|CDD|223539	2.83e-28	25.256	293	291	376
NODE_3_length_156794_cov_85.676493_136	gnl|CDD|224136	2.50e-11	25.773	194	439	376
NODE_4_length_156707_cov_15.332159_51	gnl|CDD|224655	8.92e-22	27.311	238	276	364
NODE_6_length_125980_cov_87.281550_23	gnl|CDD|226547	1.10e-72	54.468	235	262	271
NODE_7_length_116193_cov_15.825812_29	gnl|CDD|224420	1.77e-163	54.054	407	411	411
NODE_7_length_116193_cov_15.825812_29	gnl|CDD|224454	3.63e-26	24.535	269	352	411
NODE_8_length_112668_cov_91.537734_12	gnl|CDD|224458	1.23e-147	31.486	451	438	447
NODE_8_length_112668_cov_91.537734_12	gnl|CDD|223395	1.38e-10	21.739	184	534	447
NODE_8_length_112668_cov_91.537734_12	gnl|CDD|223442	2.80e-06	21.106	199	528	447
NODE_8_length_112668_cov_91.537734_87	gnl|CDD|224829	2.64e-08	23.377	77	131	185
NODE_8_length_112668_cov_91.537734_87	gnl|CDD|224314	1.11e-07	25.833	120	120	185
NODE_9_length_111157_cov_16.817258_106	gnl|CDD|223325	9.18e-71	25.831	391	388	571
NODE_9_length_111157_cov_16.817258_106	gnl|CDD|224959	5.17e-07	25.296	253	293	571
NODE_9_length_111157_cov_16.817258_106	gnl|CDD|224062	2.47e-06	27.174	92	459	571
NODE_10_length_107865_cov_90.702212_72	gnl|CDD|223821	1.00e-16	19.211	380	375	387
NODE_11_length_105680_cov_79.303012_3	gnl|CDD|223456	8.21e-154	55.844	308	324	305
NODE_13_length_68512_cov_85.489369_7	gnl|CDD|223549	3.04e-166	51.020	343	348	332
NODE_13_length_68512_cov_85.489369_7	gnl|CDD|223612	2.08e-74	32.134	389	407	332
NODE_15_length_61306_cov_84.763935_11	gnl|CDD|223849	2.34e-14	23.529	187	207	252
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|223855	8.23e-27	38.583	127	130	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226230	6.14e-20	28.736	174	194	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225114	1.49e-19	35.294	136	464	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225107	1.08e-18	34.783	115	211	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226931	3.00e-18	30.921	152	224	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|227095	7.41e-17	28.643	199	475	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|223816	1.16e-16	40.000	110	229	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225971	2.28e-16	29.268	164	360	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225112	2.46e-15	21.569	204	232	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226229	1.78e-12	31.618	136	435	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225818	5.12e-12	26.923	156	244	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225111	1.08e-09	27.826	115	350	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226456	6.17e-09	22.727	132	361	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|227335	8.82e-09	30.769	117	459	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226350	8.16e-07	26.724	116	560	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|226932	1.77e-06	24.460	139	202	421
NODE_15_length_61306_cov_84.763935_45	gnl|CDD|225827	2.51e-06	29.412	119	537	421
NODE_18_length_57661_cov_83.486854_34	gnl|CDD|223457	6.01e-130	32.158	482	486	507
NODE_18_length_57661_cov_83.486854_51	gnl|CDD|224356	8.09e-45	38.012	171	177	171
NODE_19_length_54512_cov_14.152824_57	gnl|CDD|227330	8.06e-07	26.136	88	95	108
NODE_20_length_53612_cov_15.351191_35	gnl|CDD|223559	1.41e-71	34.783	253	260	264
NODE_20_length_53612_cov_15.351191_35	gnl|CDD|224139	4.53e-36	28.169	284	276	264
NODE_30_length_38810_cov_89.773191_11	gnl|CDD|223828	1.20e-55	45.070	142	146	140
NODE_34_length_36600_cov_71.846864_3	gnl|CDD|223803	1.13e-32	28.761	226	296	258
NODE_34_length_36600_cov_71.846864_18	gnl|CDD|225425	7.95e-67	61.538	130	467	164
NODE_34_length_36600_cov_71.846864_18	gnl|CDD|223688	9.75e-26	35.766	137	140	164
NODE_34_length_36600_cov_71.846864_18	gnl|CDD|223950	1.63e-06	32.258	62	158	164
NODE_41_length_31138_cov_100.698754_18	gnl|CDD|227308	2.77e-98	37.755	294	300	296
NODE_41_length_31138_cov_100.698754_18	gnl|CDD|227307	2.38e-72	34.437	302	299	296
NODE_41_length_31138_cov_100.698754_18	gnl|CDD|223655	1.01e-14	21.254	287	309	296
NODE_46_length_29871_cov_96.370142_10	gnl|CDD|223113	9.83e-50	36.683	199	210	220
NODE_50_length_29069_cov_79.463473_4	gnl|CDD|225828	3.87e-23	27.243	301	297	667
NODE_50_length_29069_cov_79.463473_4	gnl|CDD|225828	1.25e-17	36.585	164	297	667
NODE_50_length_29069_cov_79.463473_4	gnl|CDD|225828	9.71e-11	24.091	220	297	667
NODE_50_length_29069_cov_79.463473_17	gnl|CDD|225153	3.91e-21	22.864	398	480	481
NODE_50_length_29069_cov_79.463473_17	gnl|CDD|223608	6.83e-09	18.376	234	455	481
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|225183	0.0	34.258	721	709	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224055	7.95e-128	33.391	575	567	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|227321	9.17e-82	24.823	564	559	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|227590	7.03e-75	29.713	488	497	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|226969	6.98e-65	28.352	522	580	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|227320	1.31e-58	24.335	489	573	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224047	5.53e-38	31.034	232	235	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224045	7.21e-38	28.571	252	258	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224046	4.47e-33	26.877	253	254	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224054	9.43e-33	25.911	247	293	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224059	2.27e-31	30.088	226	226	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224050	1.09e-30	30.213	235	309	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224049	1.23e-30	30.290	241	252	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224051	2.44e-30	30.303	231	240	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224058	3.31e-29	31.933	238	339	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|226164	4.06e-28	26.908	249	258	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224052	8.01e-28	29.583	240	263	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224048	1.84e-27	29.388	245	539	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224048	5.81e-27	25.769	260	539	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|226968	2.35e-27	20.209	574	546	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|226359	1.40e-26	28.205	234	338	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|225438	1.71e-26	28.936	235	223	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|226361	2.69e-26	29.004	231	352	730
NODE_57_length_26396_cov_76.010069_4	gnl|CDD|224043	3.08e-26	31.466	232	345	730
