NODE_2_length_162612_cov_78.117187_100	gnl|CDD|223167	3.80e-25	37.209	86	94	87
NODE_3_length_156794_cov_85.676493_69	gnl|CDD|224547	6.35e-89	68.508	181	195	182
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224045	3.46e-118	47.471	257	258	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226929	3.13e-84	39.841	251	259	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224046	7.16e-71	36.515	241	254	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224054	9.52e-56	32.308	260	293	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226963	7.54e-54	32.353	238	252	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224049	8.30e-52	32.946	258	252	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224047	8.73e-51	32.189	233	235	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224059	2.60e-50	32.751	229	226	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224048	7.11e-50	29.562	274	539	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224048	9.36e-47	32.567	261	539	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224041	6.20e-46	31.278	227	248	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226164	7.25e-45	31.858	226	258	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226967	1.85e-44	28.358	268	268	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224052	1.10e-42	31.579	247	263	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224051	2.67e-42	31.579	247	240	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223521	3.95e-42	28.413	271	316	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223488	6.55e-42	28.571	238	250	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|225183	8.55e-42	30.043	233	709	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226927	1.08e-41	33.476	233	245	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224058	2.25e-40	31.818	242	339	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226359	2.85e-40	28.632	234	338	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224042	5.93e-39	30.894	246	253	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224055	9.99e-39	32.636	239	567	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224043	1.83e-38	25.483	259	345	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223487	5.88e-38	29.614	233	237	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226361	1.07e-37	29.839	248	352	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|227321	1.11e-36	26.337	243	559	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226641	1.30e-36	32.889	225	534	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226641	2.04e-30	26.182	275	534	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226622	3.01e-34	30.667	225	248	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226647	3.52e-34	32.850	207	228	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|227320	3.56e-34	28.279	244	573	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224053	7.04e-34	28.505	214	500	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224053	3.10e-31	28.000	250	500	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226969	5.78e-33	33.778	225	580	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224050	5.88e-33	31.120	241	309	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|225438	3.01e-32	29.524	210	223	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226360	5.67e-32	32.500	200	231	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223562	7.47e-31	24.000	250	530	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223562	2.15e-28	25.225	222	530	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226592	1.10e-30	33.195	241	258	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226643	1.95e-30	28.821	229	386	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226628	2.71e-30	29.358	218	352	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224060	2.45e-29	30.364	247	243	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224057	3.80e-29	30.667	225	249	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224026	1.03e-28	26.549	226	263	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226952	1.06e-28	28.846	208	325	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226364	6.22e-27	26.728	217	501	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226364	6.77e-21	26.939	245	501	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226970	6.86e-27	25.571	219	223	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226631	4.83e-26	27.948	229	300	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226961	3.23e-25	28.455	246	256	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224044	4.86e-25	26.050	238	257	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226620	5.94e-25	26.344	186	213	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226635	8.23e-25	30.000	230	242	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226637	1.48e-24	25.316	237	267	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226905	3.75e-24	29.612	206	259	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|227590	2.81e-23	28.632	234	497	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|226639	4.81e-22	25.283	265	330	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224166	2.78e-21	25.000	232	591	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|224166	1.01e-17	27.136	199	591	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|227019	5.52e-21	26.923	234	249	267
NODE_4_length_156707_cov_15.332159_15	gnl|CDD|223473	5.09e-20	29.108	213	251	267
