DHVB01000019.1_1	gnl|CDD|223946	2.40e-30	29.082	196	203	181
DHVB01000019.1_1	gnl|CDD|225553	0.020	28.736	87	553	181
DHVB01000019.1_1	gnl|CDD|225318	1.6	29.167	48	341	181
DHVB01000019.1_1	gnl|CDD|226392	3.0	20.000	55	423	181
DHVB01000019.1_1	gnl|CDD|224592	3.4	42.857	28	194	181
DHVB01000019.1_1	gnl|CDD|224226	5.6	56.250	16	282	181
DHVB01000019.1_1	gnl|CDD|223572	7.1	25.000	32	411	181
DHVB01000019.1_1	gnl|CDD|225821	7.5	38.095	21	511	181
DHVB01000019.1_1	gnl|CDD|226169	8.3	42.105	19	302	181
DHVB01000019.1_1	gnl|CDD|227268	9.3	18.919	37	1531	181
DHVB01000019.1_2	gnl|CDD|223945	8.24e-53	30.120	249	294	263
DHVB01000019.1_2	gnl|CDD|226684	1.29e-05	22.951	122	640	263
DHVB01000019.1_2	gnl|CDD|223107	0.036	32.787	61	550	263
DHVB01000019.1_2	gnl|CDD|224926	2.6	23.077	91	655	263
DHVB01000019.1_2	gnl|CDD|223844	4.2	28.571	21	459	263
DHVB01000019.1_2	gnl|CDD|227380	5.2	25.275	91	755	263
DHVB01000019.1_2	gnl|CDD|224780	6.3	33.333	27	380	263
DHVB01000019.1_2	gnl|CDD|225598	7.5	33.333	45	204	263
DHVB01000019.1_2	gnl|CDD|226131	9.7	25.000	24	128	263
DHVB01000019.1_3	gnl|CDD|223746	9.32e-86	34.511	368	365	362
DHVB01000019.1_3	gnl|CDD|226684	8.34e-24	23.706	367	640	362
DHVB01000019.1_3	gnl|CDD|223100	8.10e-04	29.333	75	663	362
DHVB01000019.1_3	gnl|CDD|226467	0.009	18.033	61	312	362
DHVB01000019.1_3	gnl|CDD|223101	0.039	23.200	125	324	362
DHVB01000019.1_3	gnl|CDD|223107	0.18	26.506	83	550	362
DHVB01000019.1_3	gnl|CDD|224076	0.57	19.588	97	627	362
DHVB01000019.1_3	gnl|CDD|224076	6.4	24.615	65	627	362
DHVB01000019.1_3	gnl|CDD|225248	0.99	16.143	223	1621	362
DHVB01000019.1_3	gnl|CDD|226321	1.5	21.622	74	410	362
DHVB01000019.1_3	gnl|CDD|226932	2.0	36.842	38	202	362
DHVB01000019.1_3	gnl|CDD|227845	2.5	25.556	90	261	362
DHVB01000019.1_3	gnl|CDD|226214	2.8	25.000	40	271	362
DHVB01000019.1_3	gnl|CDD|223190	3.7	25.316	79	413	362
DHVB01000019.1_3	gnl|CDD|224121	3.9	38.235	34	677	362
DHVB01000019.1_3	gnl|CDD|223503	4.1	22.000	50	388	362
DHVB01000019.1_3	gnl|CDD|225184	5.1	25.532	47	283	362
DHVB01000019.1_3	gnl|CDD|224172	5.4	23.529	51	405	362
DHVB01000019.1_3	gnl|CDD|225927	5.6	32.353	34	330	362
DHVB01000019.1_3	gnl|CDD|226934	6.3	37.143	35	84	362
DHVB01000019.1_3	gnl|CDD|226330	6.6	55.556	27	703	362
DHVB01000019.1_3	gnl|CDD|223821	7.2	15.385	78	375	362
DHVB01000019.1_3	gnl|CDD|224580	7.4	27.632	76	165	362
DHVB01000019.1_3	gnl|CDD|225237	8.3	20.513	39	274	362
DHVB01000019.1_3	gnl|CDD|224383	8.6	25.610	82	334	362
DHVB01000019.1_3	gnl|CDD|227753	8.9	22.727	44	59	362
DHVB01000019.1_3	gnl|CDD|225509	9.1	28.571	77	279	362
DHVB01000019.1_3	gnl|CDD|224140	9.2	22.727	44	408	362
DHVB01000019.1_4	gnl|CDD|224069	4.96e-11	36.232	69	68	76
DHVB01000019.1_4	gnl|CDD|224069	1.7	35.294	34	68	76
DHVB01000019.1_4	gnl|CDD|224066	2.14e-07	34.848	66	172	76
DHVB01000019.1_4	gnl|CDD|224066	2.41e-04	34.483	29	172	76
DHVB01000019.1_4	gnl|CDD|224071	4.21e-07	30.000	60	284	76
DHVB01000019.1_4	gnl|CDD|224071	0.003	40.741	27	284	76
DHVB01000019.1_4	gnl|CDD|226684	1.92e-06	34.921	63	640	76
DHVB01000019.1_4	gnl|CDD|226684	0.048	30.000	30	640	76
DHVB01000019.1_4	gnl|CDD|224068	2.02e-06	27.536	69	99	76
DHVB01000019.1_4	gnl|CDD|224068	0.74	40.000	30	99	76
DHVB01000019.1_4	gnl|CDD|224070	2.23e-05	33.898	59	622	76
DHVB01000019.1_4	gnl|CDD|224070	0.003	30.303	66	622	76
DHVB01000019.1_4	gnl|CDD|224070	0.004	46.154	26	622	76
DHVB01000019.1_4	gnl|CDD|224070	0.088	30.769	52	622	76
DHVB01000019.1_4	gnl|CDD|224070	1.1	35.714	28	622	76
DHVB01000019.1_4	gnl|CDD|225358	6.86e-05	35.593	59	354	76
DHVB01000019.1_4	gnl|CDD|225358	0.11	47.826	23	354	76
DHVB01000019.1_4	gnl|CDD|225358	1.2	47.826	23	354	76
DHVB01000019.1_4	gnl|CDD|224067	1.23e-04	31.148	61	91	76
DHVB01000019.1_4	gnl|CDD|224067	0.31	39.286	28	91	76
DHVB01000019.1_4	gnl|CDD|224067	0.33	29.167	24	91	76
DHVB01000019.1_4	gnl|CDD|224074	1.82e-04	31.148	61	772	76
DHVB01000019.1_4	gnl|CDD|224074	4.0	20.968	62	772	76
DHVB01000019.1_4	gnl|CDD|227003	2.50e-04	29.825	57	529	76
DHVB01000019.1_4	gnl|CDD|227003	0.14	42.857	14	529	76
DHVB01000019.1_4	gnl|CDD|227003	1.1	53.846	13	529	76
DHVB01000019.1_4	gnl|CDD|224072	2.64e-04	29.487	78	195	76
DHVB01000019.1_4	gnl|CDD|225131	7.80e-04	42.857	28	317	76
DHVB01000019.1_4	gnl|CDD|225131	0.011	33.846	65	317	76
